1.0,1.0
0.86064625052229871,1.1846500391195949
0.79744893127367433,1.3375146963611617
0.802888648543572,1.4582792600308667
0.86983632077750017,1.5482202910711294
0.9915531785770284,1.6102056230606243
1.1616907646997903,1.648694362214282
1.3742909340594802,1.6697368873832841
1.623785853725856,1.6809748500550703
1.9049980029247375,1.6916411743533322
2.2131401730380071,1.7125600570380175
2.54381546760361,1.7561469675053276
2.8930173023155534,1.8364086477877182
3.2571294050239068,1.9689431125539008
3.6329258157348017,2.1709396491088402
4.0175708866104332,2.4611788173937543
4.4086192819690586,2.8600324499861198
4.8040159782849949,3.3894636520996624
5.2020962641886275,4.0730268015843674
5.6015857404663985,4.9358675489264714
